Server,Time Elapsed(s),Successful Requests,Failed Requests
time3.facebook.com,22,19,0
time3.facebook.com,24,21,0
time3.facebook.com,25,21,0
time3.facebook.com,26,18,0
time3.facebook.com,27,18,0
time3.facebook.com,28,22,0
time3.facebook.com,29,21,0
time4.facebook.com,1,25,0
time4.facebook.com,2,24,0
time4.facebook.com,3,25,0
time4.facebook.com,4,25,0
time4.facebook.com,5,25,0
time4.facebook.com,6,22,0
time4.facebook.com,7,25,0
time4.facebook.com,8,23,0
time4.facebook.com,9,19,0
time4.facebook.com,10,18,0
time4.facebook.com,11,25,0
time4.facebook.com,12,24,0
time4.facebook.com,13,18,0
time4.facebook.com,14,26,0
time4.facebook.com,15,26,0
time4.facebook.com,16,26,0
time4.facebook.com,17,25,0
time4.facebook.com,18,23,0
time4.facebook.com,19,27,0
time4.facebook.com,20,25,0
time4.facebook.com,21,27,0
time4.facebook.com,22,27,0
time4.facebook.com,23,25,0
time4.facebook.com,24,26,0
time4.facebook.com,25,25,0
time4.facebook.com,27,21,0
time4.facebook.com,28,27,0
time4.facebook.com,29,27,0
time5.facebook.com,5,12,1
time5.facebook.com,6,15,0
time5.facebook.com,8,16,0
time5.facebook.com,9,16,0
time5.facebook.com,10,15,0
time5.facebook.com,11,15,0
time5.facebook.com,12,16,0
time5.facebook.com,13,14,0
time5.facebook.com,14,16,0
time5.facebook.com,15,15,0
time5.facebook.com,16,15,0
time5.facebook.com,17,15,0
time5.facebook.com,18,13,0
time5.facebook.com,19,14,0
time5.facebook.com,20,15,0
time5.facebook.com,21,16,0
time5.facebook.com,22,16,0
time5.facebook.com,23,16,0
time5.facebook.com,24,15,0
time5.facebook.com,25,15,0
time5.facebook.com,26,16,0
time5.facebook.com,27,16,0
time5.facebook.com,28,16,0
time5.facebook.com,30,15,0
time.android.com,1,18,0
time.android.com,2,18,0
time.android.com,3,19,0
time.android.com,4,19,0
time.android.com,5,17,0
time.android.com,6,18,0
time.android.com,7,19,0
time.android.com,8,19,0
time.android.com,9,19,0
time.android.com,10,14,0
time.android.com,11,19,0
time.android.com,12,19,0
time.android.com,13,19,0
time.android.com,14,19,0
time.android.com,15,20,0
time.android.com,16,19,0
time.android.com,17,19,0
time.android.com,19,19,0
time.android.com,20,19,0
time.android.com,21,18,0
time.android.com,22,18,0
time.android.com,23,18,0
time.android.com,24,19,0
time.android.com,25,18,0
time.android.com,26,17,0
time.android.com,27,19,0
time.android.com,28,20,0
time.android.com,29,19,0
time.google.com,1,15,0
time.google.com,2,18,0
time.google.com,3,17,0
time.google.com,4,18,0
time.google.com,5,17,0
time.google.com,6,18,0
time.google.com,7,14,0
time.google.com,8,18,0
time.google.com,9,17,0
time.google.com,10,19,0
time.google.com,11,17,0
time.google.com,12,17,0
time.google.com,13,18,0
time.google.com,14,20,0
time.google.com,15,19,0
time.google.com,16,18,0
time.google.com,17,19,0
time.google.com,18,19,0
time.google.com,19,18,0
time.google.com,20,18,0
time.google.com,21,19,0
time.google.com,22,13,0
time.google.com,23,20,0
time.google.com,24,18,0
time.google.com,25,18,0
time.google.com,27,15,0
time.google.com,28,13,0
time.google.com,29,9,0
time.google.com,30,12,0
time1.google.com,3,1,0
time1.google.com,4,17,0
time1.google.com,5,19,0
time1.google.com,6,17,0
time1.google.com,7,16,0
time1.google.com,8,17,0
time1.google.com,9,17,0
time1.google.com,10,17,0
time1.google.com,11,18,0
time1.google.com,12,15,0
time1.google.com,13,16,0
time1.google.com,14,17,0
time1.google.com,15,18,0
time1.google.com,16,14,0
time1.google.com,17,13,0
time1.google.com,18,18,0
time1.google.com,19,20,0
time1.google.com,20,18,0
time1.google.com,21,17,0
time1.google.com,22,19,0
time1.google.com,23,19,0
time1.google.com,24,18,0
time1.google.com,26,18,0
time1.google.com,27,15,0
time1.google.com,28,19,0
time1.google.com,29,16,0
time2.google.com,1,18,0
time2.google.com,2,20,0
time2.google.com,3,15,0
time2.google.com,4,18,0
time2.google.com,5,17,0
time2.google.com,6,18,0
time2.google.com,7,15,0
time2.google.com,8,18,0
time2.google.com,9,18,0
time2.google.com,10,18,0
time2.google.com,11,18,0
time2.google.com,12,18,0
time2.google.com,13,19,0
time2.google.com,14,18,0
time2.google.com,15,19,0
time2.google.com,16,19,0
time2.google.com,17,20,0
time2.google.com,18,18,0
time2.google.com,19,18,0
time2.google.com,25,5,1
time2.google.com,26,17,0
time2.google.com,27,18,0
time2.google.com,28,17,0
time2.google.com,29,18,0
time3.google.com,1,18,0
time3.google.com,2,17,0
time3.google.com,3,14,0
time3.google.com,4,18,0
time3.google.com,5,18,0
time3.google.com,6,20,0
time3.google.com,7,17,0
time3.google.com,8,17,0
time3.google.com,9,16,0
time3.google.com,10,17,0
time3.google.com,11,16,0
time3.google.com,12,17,0
time3.google.com,13,14,0
time3.google.com,14,20,0
time3.google.com,15,20,0
time3.google.com,17,19,0
time3.google.com,18,19,0
time3.google.com,19,14,0
time3.google.com,20,19,0
time3.google.com,21,18,0
time3.google.com,22,19,0
time3.google.com,23,16,0
time3.google.com,24,15,0
time3.google.com,25,16,0
time3.google.com,26,17,0
time3.google.com,27,15,0
time3.google.com,28,20,0
time3.google.com,30,20,0
time4.google.com,1,19,0
time4.google.com,2,17,0
time4.google.com,3,15,0
time4.google.com,4,18,0
time4.google.com,5,19,0
time4.google.com,6,19,0
time4.google.com,7,15,0
time4.google.com,8,17,0
time4.google.com,9,18,0
time4.google.com,10,20,0
time4.google.com,11,20,0
time4.google.com,12,19,0
time4.google.com,13,20,0
time4.google.com,14,19,0
time4.google.com,16,20,0
time4.google.com,17,18,0
time4.google.com,18,17,0
time4.google.com,19,19,0
time4.google.com,20,18,0
time4.google.com,21,18,0
time4.google.com,22,20,0
time4.google.com,23,20,0
time4.google.com,24,17,0
time4.google.com,25,17,0
time4.google.com,26,19,0
time4.google.com,27,19,0
time4.google.com,28,18,0
time4.google.com,30,20,0
time.windows.com,1,17,0
time.windows.com,2,18,0
time.windows.com,3,16,0
time.windows.com,4,18,0
time.windows.com,5,15,0
time.windows.com,6,14,0
time.windows.com,7,17,0
time.windows.com,8,15,0
time.windows.com,9,17,0
time.windows.com,10,17,0
time.windows.com,11,17,0
time.windows.com,12,15,0
time.windows.com,13,18,0
time.windows.com,14,18,0
time.windows.com,15,16,0
time.windows.com,16,16,0
time.windows.com,17,17,0
time.windows.com,18,19,0
time.windows.com,19,15,0
time.windows.com,20,18,0
time.windows.com,21,15,0
time.windows.com,22,16,0
time.windows.com,24,16,0
time.windows.com,25,15,0
time.windows.com,26,18,0
time.windows.com,27,18,0
time.windows.com,28,17,0
time.windows.com,29,17,0
time-a-b.nist.gov,3,1,0
time-a-b.nist.gov,4,5,0
time-a-b.nist.gov,5,6,0
time-a-b.nist.gov,6,5,0
time-a-b.nist.gov,7,6,0
time-a-b.nist.gov,8,6,0
time-a-b.nist.gov,9,5,0
time-a-b.nist.gov,11,6,0
time-a-b.nist.gov,12,6,0
time-a-b.nist.gov,13,6,0
time-a-b.nist.gov,14,6,0
time-a-b.nist.gov,15,5,0
time-a-b.nist.gov,16,6,0
time-a-b.nist.gov,18,5,0
time-a-b.nist.gov,19,6,0
time-a-b.nist.gov,20,5,0
time-a-b.nist.gov,21,6,0
time-a-b.nist.gov,22,6,0
time-a-b.nist.gov,23,6,0
time-a-b.nist.gov,25,5,0
time-a-b.nist.gov,26,5,0
time-a-b.nist.gov,27,6,0
time-a-b.nist.gov,28,6,0
time-a-b.nist.gov,34,3,1
time-a-g.nist.gov,1,7,0
time-a-g.nist.gov,2,8,0
time-a-g.nist.gov,3,8,0
time-a-g.nist.gov,4,8,0
time-a-g.nist.gov,5,8,0
time-a-g.nist.gov,11,6,1
time-a-g.nist.gov,12,7,0
time-a-g.nist.gov,13,7,0
time-a-g.nist.gov,14,7,0
time-a-g.nist.gov,15,7,0
time-a-g.nist.gov,16,7,0
time-a-g.nist.gov,17,8,0
time-a-g.nist.gov,18,8,0
time-a-g.nist.gov,19,7,0
time-a-g.nist.gov,20,8,0
time-a-g.nist.gov,21,8,0
time-a-g.nist.gov,22,8,0
time-a-g.nist.gov,23,7,0
time-a-g.nist.gov,25,7,0
time-a-g.nist.gov,26,7,0
time-a-g.nist.gov,27,8,0
time-a-g.nist.gov,28,8,0
time-a-g.nist.gov,29,6,0
time-a-wwv.nist.gov,3,1,0
time-a-wwv.nist.gov,4,6,0
time-a-wwv.nist.gov,5,6,0
time-a-wwv.nist.gov,6,6,0
time-a-wwv.nist.gov,7,5,0
time-a-wwv.nist.gov,9,6,0
time-a-wwv.nist.gov,10,6,0
time-a-wwv.nist.gov,11,5,0
time-a-wwv.nist.gov,12,5,0
time-a-wwv.nist.gov,13,6,0
time-a-wwv.nist.gov,14,6,0
time-a-wwv.nist.gov,15,6,0
time-a-wwv.nist.gov,16,5,0
time-a-wwv.nist.gov,18,6,0
time-a-wwv.nist.gov,19,6,0
time-a-wwv.nist.gov,20,6,0
time-a-wwv.nist.gov,21,4,0
time-a-wwv.nist.gov,22,6,0
time-a-wwv.nist.gov,23,6,0
time-a-wwv.nist.gov,24,6,0
time-a-wwv.nist.gov,26,6,0
time-a-wwv.nist.gov,27,5,0
time-a-wwv.nist.gov,28,6,0
time-a-wwv.nist.gov,33,2,1
time-b-b.nist.gov,1,5,0
time-b-b.nist.gov,2,6,0
time-b-b.nist.gov,3,6,0
time-b-b.nist.gov,4,6,0
time-b-b.nist.gov,5,5,0
time-b-b.nist.gov,6,5,0
time-b-b.nist.gov,7,5,0
time-b-b.nist.gov,8,6,0
time-b-b.nist.gov,9,6,0
time-b-b.nist.gov,11,6,0
time-b-b.nist.gov,16,2,1
time-b-b.nist.gov,17,6,0
time-b-b.nist.gov,18,6,0
time-b-b.nist.gov,19,6,0
time-b-b.nist.gov,21,6,0
time-b-b.nist.gov,22,6,0
time-b-b.nist.gov,23,6,0
time-b-b.nist.gov,24,6,0
time-b-b.nist.gov,25,5,0
time-b-b.nist.gov,26,6,0
time-b-b.nist.gov,28,6,0
time-b-b.nist.gov,29,6,0
time-b-g.nist.gov,1,7,0
time-b-g.nist.gov,2,8,0
time-b-g.nist.gov,3,8,0
time-b-g.nist.gov,4,8,0
time-b-g.nist.gov,5,8,0
time-b-g.nist.gov,6,8,0
time-b-g.nist.gov,7,8,0
time-b-g.nist.gov,8,8,0
time-b-g.nist.gov,9,8,0
time-b-g.nist.gov,15,5,1
time-b-g.nist.gov,16,8,0
time-b-g.nist.gov,17,8,0
time-b-g.nist.gov,18,8,0
time-b-g.nist.gov,19,8,0
time-b-g.nist.gov,20,8,0
time-b-g.nist.gov,22,8,0
time-b-g.nist.gov,23,8,0
time-b-g.nist.gov,24,7,0
time-b-g.nist.gov,25,8,0
time-b-g.nist.gov,26,8,0
time-b-g.nist.gov,27,8,0
time-b-g.nist.gov,33,5,1
time-b-wwv.nist.gov,3,1,0
time-b-wwv.nist.gov,4,6,0
time-b-wwv.nist.gov,5,6,0
time-b-wwv.nist.gov,6,5,0
time-b-wwv.nist.gov,8,6,0
time-b-wwv.nist.gov,9,6,0
time-b-wwv.nist.gov,14,3,1
time-b-wwv.nist.gov,15,5,0
time-b-wwv.nist.gov,17,4,0
time-b-wwv.nist.gov,18,6,0
time-b-wwv.nist.gov,19,5,0
time-b-wwv.nist.gov,20,4,0
time-b-wwv.nist.gov,21,4,0
time-b-wwv.nist.gov,23,3,0
time-b-wwv.nist.gov,24,1,0
time-b-wwv.nist.gov,25,5,0
time-b-wwv.nist.gov,26,5,0
time-b-wwv.nist.gov,27,3,0
time-b-wwv.nist.gov,28,5,0
time-b-wwv.nist.gov,29,5,0
time-c-b.nist.gov,1,3,0
time-c-b.nist.gov,2,4,0
time-c-b.nist.gov,3,5,0
time-c-b.nist.gov,4,3,0
time-c-b.nist.gov,5,5,0
time-c-b.nist.gov,7,5,0
time-c-b.nist.gov,8,5,0
time-c-b.nist.gov,9,4,0
time-c-b.nist.gov,10,4,0
time-c-b.nist.gov,11,5,0
time-c-b.nist.gov,12,5,0
time-c-b.nist.gov,13,5,0
time-c-b.nist.gov,14,5,0
time-c-b.nist.gov,15,5,0
time-c-b.nist.gov,21,3,1
time-c-b.nist.gov,22,5,0
time-c-b.nist.gov,23,6,0
time-c-b.nist.gov,24,4,0
time-c-b.nist.gov,26,5,0
time-c-b.nist.gov,27,5,0
time-c-b.nist.gov,28,6,0
time-c-b.nist.gov,29,6,0
time-c-g.nist.gov,1,7,0
time-c-g.nist.gov,2,6,0
time-c-g.nist.gov,7,4,1
time-c-g.nist.gov,9,7,0
time-c-g.nist.gov,10,6,0
time-c-g.nist.gov,11,7,0
time-c-g.nist.gov,17,3,1
time-c-g.nist.gov,18,5,0
time-c-g.nist.gov,23,5,1
time-c-g.nist.gov,24,6,0
time-c-g.nist.gov,26,8,0
time-c-g.nist.gov,27,7,0
time-c-g.nist.gov,28,8,0
time-c-g.nist.gov,29,7,0
time-c-wwv.nist.gov,3,1,0
time-c-wwv.nist.gov,4,5,0
time-c-wwv.nist.gov,5,6,0
time-c-wwv.nist.gov,6,5,0
time-c-wwv.nist.gov,7,5,0
time-c-wwv.nist.gov,13,2,1
time-c-wwv.nist.gov,14,5,0
time-c-wwv.nist.gov,15,5,0
time-c-wwv.nist.gov,16,4,0
time-c-wwv.nist.gov,17,5,0
time-c-wwv.nist.gov,19,4,0
time-c-wwv.nist.gov,20,5,0
time-c-wwv.nist.gov,21,5,0
time-c-wwv.nist.gov,22,6,0
time-c-wwv.nist.gov,23,5,0
time-c-wwv.nist.gov,25,5,0
time-c-wwv.nist.gov,26,6,0
time-c-wwv.nist.gov,27,5,0
time-c-wwv.nist.gov,28,4,0
time-c-wwv.nist.gov,29,5,0
time-d-b.nist.gov,1,6,0
time-d-b.nist.gov,2,5,0
time-d-b.nist.gov,3,5,0
time-d-b.nist.gov,4,5,0
time-d-b.nist.gov,5,5,0
time-d-b.nist.gov,6,5,0
time-d-b.nist.gov,7,4,0
time-d-b.nist.gov,8,6,0
time-d-b.nist.gov,9,5,0
time-d-b.nist.gov,10,5,0
time-d-b.nist.gov,12,5,0
time-d-b.nist.gov,13,5,0
time-d-b.nist.gov,14,4,0
time-d-b.nist.gov,15,6,0
time-d-b.nist.gov,16,5,0
time-d-b.nist.gov,21,2,1
time-d-b.nist.gov,22,5,0
time-d-b.nist.gov,23,5,0
time-d-b.nist.gov,24,5,0
time-d-b.nist.gov,25,5,0
time-d-b.nist.gov,27,5,0
time-d-b.nist.gov,28,5,0
time-d-b.nist.gov,29,6,0
time-d-g.nist.gov,1,7,0
time-d-g.nist.gov,2,7,0
time-d-g.nist.gov,7,1,1
time-d-g.nist.gov,8,8,0
time-d-g.nist.gov,9,7,0
time-d-g.nist.gov,10,7,0
time-d-g.nist.gov,16,2,1
time-d-g.nist.gov,17,7,0
time-d-g.nist.gov,18,7,0
time-d-g.nist.gov,23,0,1
time-d-g.nist.gov,24,6,0
time-d-g.nist.gov,25,5,0
time-d-g.nist.gov,26,6,0
time-d-g.nist.gov,27,7,0
time-d-g.nist.gov,28,7,0
time-d-g.nist.gov,29,7,0
time-d-wwv.nist.gov,1,5,0
time-d-wwv.nist.gov,2,5,0
time-d-wwv.nist.gov,3,6,0
time-d-wwv.nist.gov,4,6,0
time-d-wwv.nist.gov,5,5,0
time-d-wwv.nist.gov,6,5,0
time-d-wwv.nist.gov,7,5,0
time-d-wwv.nist.gov,8,5,0
time-d-wwv.nist.gov,9,5,0
time-d-wwv.nist.gov,10,5,0
time-d-wwv.nist.gov,11,5,0
time-d-wwv.nist.gov,12,5,0
time-d-wwv.nist.gov,13,5,0
time-d-wwv.nist.gov,14,5,0
time-d-wwv.nist.gov,16,5,0
time-d-wwv.nist.gov,17,5,0
time-d-wwv.nist.gov,18,5,0
time-d-wwv.nist.gov,19,5,0
time-d-wwv.nist.gov,20,4,0
time-d-wwv.nist.gov,21,5,0
time-d-wwv.nist.gov,22,5,0
time-d-wwv.nist.gov,23,6,0
time-d-wwv.nist.gov,24,5,0
time-d-wwv.nist.gov,25,6,0
time-d-wwv.nist.gov,26,5,0
time-d-wwv.nist.gov,28,6,0
time-d-wwv.nist.gov,29,5,0
time-d-wwv.nist.gov,34,4,1
time-e-b.nist.gov,1,5,0
time-e-b.nist.gov,2,5,0
time-e-b.nist.gov,3,5,0
time-e-b.nist.gov,4,5,0
time-e-b.nist.gov,5,4,0
time-e-b.nist.gov,6,5,0
time-e-b.nist.gov,7,5,0
time-e-b.nist.gov,8,5,0
time-e-b.nist.gov,9,6,0
time-e-b.nist.gov,10,5,0
time-e-b.nist.gov,12,5,0
time-e-b.nist.gov,13,4,0
time-e-b.nist.gov,14,5,0
time-e-b.nist.gov,15,5,0
time-e-b.nist.gov,16,5,0
time-e-b.nist.gov,17,5,0
time-e-b.nist.gov,18,5,0
time-e-b.nist.gov,19,5,0
time-e-b.nist.gov,20,4,0
time-e-b.nist.gov,21,5,0
time-e-b.nist.gov,22,6,0
time-e-b.nist.gov,23,5,0
time-e-b.nist.gov,25,6,0
time-e-b.nist.gov,26,5,0
time-e-b.nist.gov,31,0,1
time.nist.gov,1,5,0
time.nist.gov,2,5,0
time.nist.gov,3,5,0
time.nist.gov,4,6,0
time.nist.gov,5,5,0
time.nist.gov,6,5,0
time.nist.gov,7,5,0
time.nist.gov,8,6,0
time.nist.gov,9,5,0
time.nist.gov,11,3,0
time.nist.gov,12,5,0
time.nist.gov,13,6,0
time.nist.gov,14,5,0
time.nist.gov,16,6,0
time.nist.gov,17,5,0
time.nist.gov,18,5,0
time.nist.gov,19,5,0
time.nist.gov,20,4,0
time.nist.gov,21,5,0
time.nist.gov,22,5,0
time.nist.gov,23,5,0
time.nist.gov,24,6,0
time.nist.gov,25,5,0
time.nist.gov,27,5,0
time.nist.gov,28,5,0
time.nist.gov,29,5,0
utcnist.colorado.edu,1,5,0
utcnist.colorado.edu,2,6,0
utcnist.colorado.edu,3,5,0
utcnist.colorado.edu,4,5,0
utcnist.colorado.edu,5,6,0
utcnist.colorado.edu,6,5,0
utcnist.colorado.edu,7,5,0
utcnist.colorado.edu,8,5,0
utcnist.colorado.edu,9,5,0
utcnist.colorado.edu,10,5,0
utcnist.colorado.edu,12,5,0
utcnist.colorado.edu,13,5,0
utcnist.colorado.edu,14,5,0
utcnist.colorado.edu,15,5,0
utcnist.colorado.edu,16,5,0
utcnist.colorado.edu,17,5,0
utcnist.colorado.edu,18,5,0
utcnist.colorado.edu,19,5,0
utcnist.colorado.edu,20,5,0
utcnist.colorado.edu,21,5,0
utcnist.colorado.edu,23,5,0
utcnist.colorado.edu,24,5,0
utcnist.colorado.edu,25,5,0
utcnist.colorado.edu,26,5,0
utcnist.colorado.edu,27,5,0
utcnist.colorado.edu,28,4,0
utcnist.colorado.edu,29,5,0
utcnist2.colorado.edu,1,5,0
utcnist2.colorado.edu,2,5,0
utcnist2.colorado.edu,3,5,0
utcnist2.colorado.edu,4,5,0
utcnist2.colorado.edu,5,5,0
utcnist2.colorado.edu,6,5,0
utcnist2.colorado.edu,7,6,0
utcnist2.colorado.edu,8,5,0
utcnist2.colorado.edu,10,6,0
utcnist2.colorado.edu,11,5,0
utcnist2.colorado.edu,12,2,0
utcnist2.colorado.edu,13,5,0
utcnist2.colorado.edu,14,5,0
utcnist2.colorado.edu,15,5,0
utcnist2.colorado.edu,20,1,1
utcnist2.colorado.edu,22,5,0
utcnist2.colorado.edu,27,4,1
utcnist2.colorado.edu,29,5,0
pool.ntp.org,1,15,0
pool.ntp.org,2,13,0
pool.ntp.org,3,17,0
pool.ntp.org,4,13,0
pool.ntp.org,5,16,0
pool.ntp.org,6,12,0
pool.ntp.org,7,17,0
pool.ntp.org,8,14,0
pool.ntp.org,9,13,0
pool.ntp.org,10,16,0
pool.ntp.org,11,16,0
pool.ntp.org,12,16,0
pool.ntp.org,13,14,0
pool.ntp.org,14,14,0
pool.ntp.org,15,13,0
pool.ntp.org,16,15,0
pool.ntp.org,17,14,0
pool.ntp.org,18,13,0
pool.ntp.org,19,16,0
pool.ntp.org,20,14,0
pool.ntp.org,21,15,0
pool.ntp.org,22,15,0
pool.ntp.org,23,15,0
pool.ntp.org,29,12,1
hora.roa.es,1,9,0
hora.roa.es,2,9,0
hora.roa.es,3,10,0
hora.roa.es,8,8,1
hora.roa.es,14,7,1
hora.roa.es,20,6,1
hora.roa.es,25,5,1
hora.roa.es,31,8,1
minuto.roa.es,3,1,0
minuto.roa.es,4,9,0
minuto.roa.es,5,10,0
minuto.roa.es,6,11,0
minuto.roa.es,11,1,1
minuto.roa.es,17,7,1
minuto.roa.es,23,7,1
minuto.roa.es,28,6,1
minuto.roa.es,34,7,1
ntp.fiord.ru,5,2,1
ntp.fiord.ru,10,0,1
ntp.fiord.ru,15,1,1
ntp.fiord.ru,20,0,1
ntp.fiord.ru,25,0,1
ntp.fiord.ru,30,1,1
ntp.fizyka.umk.pl,3,1,0
ntp.fizyka.umk.pl,8,1,1
ntp.fizyka.umk.pl,13,0,1
ntp.fizyka.umk.pl,18,1,1
ntp.fizyka.umk.pl,23,0,1
ntp.fizyka.umk.pl,28,1,1
ntp.fizyka.umk.pl,33,0,1
ntp.ix.ru,1,9,0
ntp.ix.ru,2,11,0
ntp.ix.ru,3,10,0
ntp.ix.ru,4,10,0
ntp.ix.ru,5,10,0
ntp.ix.ru,10,6,1
ntp.ix.ru,11,10,0
ntp.ix.ru,13,10,0
ntp.ix.ru,14,10,0
ntp.ix.ru,15,9,0
ntp.ix.ru,16,10,0
ntp.ix.ru,17,10,0
ntp.ix.ru,18,11,0
ntp.ix.ru,19,10,0
ntp.ix.ru,20,9,0
ntp.ix.ru,21,10,0
ntp.ix.ru,22,11,0
ntp.ix.ru,23,11,0
ntp.ix.ru,24,9,0
ntp.ix.ru,25,11,0
ntp.ix.ru,26,10,0
ntp.ix.ru,27,8,0
ntp.ix.ru,28,10,0
ntp.ix.ru,29,11,0
