Server,Time Elapsed(s),Successful Requests,Failed Requests
time.facebook.com,22,12,0
time.facebook.com,23,12,0
time.facebook.com,24,13,0
time.facebook.com,26,13,0
time.facebook.com,27,13,0
time.facebook.com,28,11,0
time.facebook.com,29,13,0
time1.facebook.com,1,13,0
time1.facebook.com,2,13,0
time1.facebook.com,3,12,0
time1.facebook.com,4,12,0
time1.facebook.com,5,13,0
time1.facebook.com,6,13,0
time1.facebook.com,7,11,0
time1.facebook.com,8,12,0
time1.facebook.com,9,13,0
time1.facebook.com,10,12,0
time1.facebook.com,11,12,0
time1.facebook.com,12,12,0
time1.facebook.com,13,12,0
time1.facebook.com,14,12,0
time1.facebook.com,15,12,0
time1.facebook.com,16,12,0
time1.facebook.com,17,12,0
time1.facebook.com,18,12,0
time1.facebook.com,19,13,0
time1.facebook.com,20,13,0
time1.facebook.com,21,12,0
time1.facebook.com,23,13,0
time1.facebook.com,24,13,0
time1.facebook.com,25,13,0
time1.facebook.com,26,12,0
time1.facebook.com,27,12,0
time1.facebook.com,28,12,0
time1.facebook.com,29,13,0
time2.facebook.com,1,12,0
time2.facebook.com,2,12,0
time2.facebook.com,3,12,0
time2.facebook.com,4,12,0
time2.facebook.com,5,12,0
time2.facebook.com,6,12,0
time2.facebook.com,7,13,0
time2.facebook.com,8,12,0
time2.facebook.com,9,12,0
time2.facebook.com,10,12,0
time2.facebook.com,11,12,0
time2.facebook.com,12,12,0
time2.facebook.com,13,12,0
time2.facebook.com,14,12,0
time2.facebook.com,15,12,0
time2.facebook.com,16,12,0
time2.facebook.com,17,12,0
time2.facebook.com,18,13,0
time2.facebook.com,19,12,0
time2.facebook.com,20,12,0
time2.facebook.com,21,12,0
time2.facebook.com,22,12,0
time2.facebook.com,23,12,0
time2.facebook.com,24,12,0
time2.facebook.com,25,12,0
time2.facebook.com,27,13,0
time2.facebook.com,28,13,0
time2.facebook.com,29,12,0
time3.facebook.com,1,11,0
time3.facebook.com,2,11,0
time3.facebook.com,3,12,0
time3.facebook.com,4,11,0
time3.facebook.com,5,11,0
time3.facebook.com,6,11,0
time3.facebook.com,7,11,0
time3.facebook.com,8,11,0
time3.facebook.com,9,12,0
time3.facebook.com,10,11,0
time3.facebook.com,11,12,0
time3.facebook.com,12,11,0
time3.facebook.com,13,12,0
time3.facebook.com,14,12,0
time3.facebook.com,15,12,0
time3.facebook.com,16,12,0
time3.facebook.com,17,12,0
time3.facebook.com,18,12,0
time3.facebook.com,19,12,0
time3.facebook.com,20,12,0
time3.facebook.com,21,11,0
time3.facebook.com,22,12,0
time3.facebook.com,23,12,0
time3.facebook.com,25,12,0
time3.facebook.com,26,12,0
time3.facebook.com,27,11,0
time3.facebook.com,28,12,0
time3.facebook.com,29,12,0
time4.facebook.com,1,13,0
time4.facebook.com,2,13,0
time4.facebook.com,3,13,0
time4.facebook.com,4,13,0
time4.facebook.com,5,13,0
time4.facebook.com,6,13,0
time4.facebook.com,7,14,0
time4.facebook.com,8,13,0
time4.facebook.com,9,13,0
time4.facebook.com,10,12,0
time4.facebook.com,11,13,0
time4.facebook.com,12,13,0
time4.facebook.com,13,13,0
time4.facebook.com,14,14,0
time4.facebook.com,15,13,0
time4.facebook.com,16,13,0
time4.facebook.com,17,14,0
time4.facebook.com,18,13,0
time4.facebook.com,19,14,0
time4.facebook.com,20,13,0
time4.facebook.com,21,13,0
time4.facebook.com,23,13,0
time4.facebook.com,24,13,0
time4.facebook.com,25,12,0
time4.facebook.com,26,13,0
time4.facebook.com,27,13,0
time4.facebook.com,28,14,0
time4.facebook.com,29,14,0
time5.facebook.com,1,10,0
time5.facebook.com,2,10,0
time5.facebook.com,3,10,0
time5.facebook.com,4,10,0
time5.facebook.com,5,10,0
time5.facebook.com,6,11,0
time5.facebook.com,7,11,0
time5.facebook.com,8,10,0
time5.facebook.com,9,11,0
time5.facebook.com,10,10,0
time5.facebook.com,11,10,0
time5.facebook.com,12,10,0
time5.facebook.com,13,10,0
time5.facebook.com,14,11,0
time5.facebook.com,15,10,0
time5.facebook.com,16,10,0
time5.facebook.com,17,10,0
time5.facebook.com,18,10,0
time5.facebook.com,19,10,0
time5.facebook.com,20,10,0
time5.facebook.com,21,10,0
time5.facebook.com,22,11,0
time5.facebook.com,23,10,0
time5.facebook.com,25,11,0
time5.facebook.com,26,10,0
time5.facebook.com,27,10,0
time5.facebook.com,28,10,0
time5.facebook.com,29,10,0
time.android.com,1,11,0
time.android.com,2,12,0
time.android.com,3,11,0
time.android.com,4,11,0
time.android.com,5,12,0
time.android.com,6,11,0
time.android.com,7,11,0
time.android.com,8,12,0
time.android.com,9,11,0
time.android.com,10,11,0
time.android.com,11,11,0
time.android.com,12,11,0
time.android.com,13,11,0
time.android.com,14,11,0
time.android.com,15,11,0
time.android.com,16,11,0
time.android.com,17,11,0
time.android.com,18,11,0
time.android.com,19,11,0
time.android.com,20,12,0
time.android.com,21,12,0
time.android.com,22,11,0
time.android.com,24,11,0
time.android.com,25,12,0
time.android.com,26,12,0
time.android.com,27,12,0
time.android.com,28,12,0
time.android.com,29,11,0
time.google.com,1,11,0
time.google.com,2,11,0
time.google.com,3,11,0
time.google.com,4,11,0
time.google.com,5,11,0
time.google.com,6,11,0
time.google.com,7,11,0
time.google.com,8,11,0
time.google.com,9,11,0
time.google.com,10,11,0
time.google.com,11,12,0
time.google.com,12,11,0
time.google.com,13,11,0
time.google.com,14,11,0
time.google.com,15,11,0
time.google.com,16,10,0
time.google.com,17,11,0
time.google.com,18,12,0
time.google.com,19,12,0
time.google.com,20,11,0
time.google.com,21,11,0
time.google.com,22,11,0
time.google.com,23,12,0
time.google.com,24,11,0
time.google.com,25,11,0
time.google.com,26,11,0
time.google.com,27,11,0
time.google.com,28,11,0
time.google.com,29,11,0
time1.google.com,1,10,0
time1.google.com,2,11,0
time1.google.com,3,12,0
time1.google.com,4,11,0
time1.google.com,5,11,0
time1.google.com,6,11,0
time1.google.com,7,12,0
time1.google.com,8,12,0
time1.google.com,9,11,0
time1.google.com,10,11,0
time1.google.com,11,12,0
time1.google.com,12,11,0
time1.google.com,13,11,0
time1.google.com,14,12,0
time1.google.com,15,11,0
time1.google.com,16,11,0
time1.google.com,17,11,0
time1.google.com,18,11,0
time1.google.com,19,12,0
time1.google.com,20,12,0
time1.google.com,22,11,0
time1.google.com,23,12,0
time1.google.com,24,12,0
time1.google.com,25,12,0
time1.google.com,26,12,0
time1.google.com,27,12,0
time1.google.com,28,12,0
time1.google.com,29,11,0
time2.google.com,1,11,0
time2.google.com,2,11,0
time2.google.com,3,11,0
time2.google.com,4,11,0
time2.google.com,5,12,0
time2.google.com,6,11,0
time2.google.com,7,11,0
time2.google.com,8,11,0
time2.google.com,9,11,0
time2.google.com,10,11,0
time2.google.com,11,11,0
time2.google.com,12,12,0
time2.google.com,13,11,0
time2.google.com,14,12,0
time2.google.com,15,11,0
time2.google.com,16,11,0
time2.google.com,17,11,0
time2.google.com,18,11,0
time2.google.com,19,11,0
time2.google.com,20,11,0
time2.google.com,21,11,0
time2.google.com,22,11,0
time2.google.com,23,11,0
time2.google.com,25,11,0
time2.google.com,26,11,0
time2.google.com,27,11,0
time2.google.com,28,11,0
time2.google.com,29,11,0
time3.google.com,1,11,0
time3.google.com,2,11,0
time3.google.com,3,11,0
time3.google.com,4,12,0
time3.google.com,5,12,0
time3.google.com,6,12,0
time3.google.com,7,10,0
time3.google.com,8,11,0
time3.google.com,9,12,0
time3.google.com,10,10,0
time3.google.com,11,12,0
time3.google.com,12,12,0
time3.google.com,13,11,0
time3.google.com,14,11,0
time3.google.com,15,12,0
time3.google.com,16,11,0
time3.google.com,17,11,0
time3.google.com,18,12,0
time3.google.com,20,11,0
time3.google.com,21,12,0
time3.google.com,22,12,0
time3.google.com,23,12,0
time3.google.com,24,11,0
time3.google.com,25,11,0
time3.google.com,26,12,0
time3.google.com,27,12,0
time3.google.com,28,12,0
time3.google.com,29,12,0
time4.google.com,1,11,0
time4.google.com,2,11,0
time4.google.com,3,11,0
time4.google.com,4,11,0
time4.google.com,5,11,0
time4.google.com,6,11,0
time4.google.com,7,11,0
time4.google.com,8,12,0
time4.google.com,9,11,0
time4.google.com,10,12,0
time4.google.com,11,11,0
time4.google.com,12,12,0
time4.google.com,13,12,0
time4.google.com,14,11,0
time4.google.com,15,12,0
time4.google.com,16,12,0
time4.google.com,17,11,0
time4.google.com,18,11,0
time4.google.com,20,12,0
time4.google.com,21,12,0
time4.google.com,22,11,0
time4.google.com,23,11,0
time4.google.com,24,12,0
time4.google.com,25,12,0
time4.google.com,26,12,0
time4.google.com,27,11,0
time4.google.com,28,12,0
time4.google.com,29,11,0
time.windows.com,1,10,0
time.windows.com,2,11,0
time.windows.com,3,11,0
time.windows.com,4,11,0
time.windows.com,5,11,0
time.windows.com,6,11,0
time.windows.com,7,11,0
time.windows.com,8,10,0
time.windows.com,9,11,0
time.windows.com,10,11,0
time.windows.com,11,11,0
time.windows.com,12,11,0
time.windows.com,13,11,0
time.windows.com,14,11,0
time.windows.com,15,11,0
time.windows.com,16,11,0
time.windows.com,17,11,0
time.windows.com,18,11,0
time.windows.com,20,11,0
time.windows.com,21,11,0
time.windows.com,22,11,0
time.windows.com,23,11,0
time.windows.com,24,11,0
time.windows.com,25,11,0
time.windows.com,26,11,0
time.windows.com,27,11,0
time.windows.com,28,11,0
time.windows.com,29,11,0
time-a-b.nist.gov,1,5,0
time-a-b.nist.gov,2,5,0
time-a-b.nist.gov,3,4,0
time-a-b.nist.gov,4,3,0
time-a-b.nist.gov,5,4,0
time-a-b.nist.gov,6,5,0
time-a-b.nist.gov,7,5,0
time-a-b.nist.gov,9,5,0
time-a-b.nist.gov,10,5,0
time-a-b.nist.gov,11,5,0
time-a-b.nist.gov,12,5,0
time-a-b.nist.gov,13,5,0
time-a-b.nist.gov,14,5,0
time-a-b.nist.gov,16,5,0
time-a-b.nist.gov,21,0,1
time-a-b.nist.gov,22,5,0
time-a-b.nist.gov,23,5,0
time-a-b.nist.gov,24,5,0
time-a-b.nist.gov,25,5,0
time-a-b.nist.gov,26,5,0
time-a-b.nist.gov,28,5,0
time-a-b.nist.gov,29,5,0
time-a-g.nist.gov,1,6,0
time-a-g.nist.gov,2,6,0
time-a-g.nist.gov,3,6,0
time-a-g.nist.gov,4,6,0
time-a-g.nist.gov,5,6,0
time-a-g.nist.gov,6,6,0
time-a-g.nist.gov,7,6,0
time-a-g.nist.gov,8,6,0
time-a-g.nist.gov,9,6,0
time-a-g.nist.gov,10,6,0
time-a-g.nist.gov,11,6,0
time-a-g.nist.gov,12,6,0
time-a-g.nist.gov,13,6,0
time-a-g.nist.gov,14,6,0
time-a-g.nist.gov,15,6,0
time-a-g.nist.gov,16,6,0
time-a-g.nist.gov,17,6,0
time-a-g.nist.gov,18,6,0
time-a-g.nist.gov,20,6,0
time-a-g.nist.gov,21,6,0
time-a-g.nist.gov,22,6,0
time-a-g.nist.gov,27,4,1
time-a-g.nist.gov,28,6,0
time-a-g.nist.gov,30,6,0
time-a-wwv.nist.gov,1,5,0
time-a-wwv.nist.gov,2,5,0
time-a-wwv.nist.gov,3,5,0
time-a-wwv.nist.gov,4,5,0
time-a-wwv.nist.gov,5,5,0
time-a-wwv.nist.gov,6,5,0
time-a-wwv.nist.gov,8,5,0
time-a-wwv.nist.gov,9,5,0
time-a-wwv.nist.gov,10,5,0
time-a-wwv.nist.gov,11,5,0
time-a-wwv.nist.gov,12,5,0
time-a-wwv.nist.gov,13,5,0
time-a-wwv.nist.gov,15,5,0
time-a-wwv.nist.gov,16,5,0
time-a-wwv.nist.gov,17,5,0
time-a-wwv.nist.gov,18,5,0
time-a-wwv.nist.gov,19,5,0
time-a-wwv.nist.gov,20,5,0
time-a-wwv.nist.gov,21,5,0
time-a-wwv.nist.gov,23,5,0
time-a-wwv.nist.gov,24,5,0
time-a-wwv.nist.gov,25,5,0
time-a-wwv.nist.gov,26,5,0
time-a-wwv.nist.gov,27,5,0
time-a-wwv.nist.gov,28,5,0
time-a-wwv.nist.gov,30,5,0
time-b-b.nist.gov,1,5,0
time-b-b.nist.gov,2,5,0
time-b-b.nist.gov,3,5,0
time-b-b.nist.gov,4,5,0
time-b-b.nist.gov,5,5,0
time-b-b.nist.gov,6,5,0
time-b-b.nist.gov,8,5,0
time-b-b.nist.gov,9,5,0
time-b-b.nist.gov,10,5,0
time-b-b.nist.gov,11,5,0
time-b-b.nist.gov,12,5,0
time-b-b.nist.gov,13,5,0
time-b-b.nist.gov,14,5,0
time-b-b.nist.gov,16,5,0
time-b-b.nist.gov,17,5,0
time-b-b.nist.gov,18,5,0
time-b-b.nist.gov,19,5,0
time-b-b.nist.gov,20,5,0
time-b-b.nist.gov,21,5,0
time-b-b.nist.gov,23,5,0
time-b-b.nist.gov,24,5,0
time-b-b.nist.gov,25,5,0
time-b-b.nist.gov,26,5,0
time-b-b.nist.gov,27,5,0
time-b-b.nist.gov,28,5,0
time-b-b.nist.gov,30,5,0
time-b-g.nist.gov,1,6,0
time-b-g.nist.gov,2,6,0
time-b-g.nist.gov,3,6,0
time-b-g.nist.gov,4,6,0
time-b-g.nist.gov,5,6,0
time-b-g.nist.gov,6,6,0
time-b-g.nist.gov,7,6,0
time-b-g.nist.gov,8,6,0
time-b-g.nist.gov,9,6,0
time-b-g.nist.gov,10,6,0
time-b-g.nist.gov,11,6,0
time-b-g.nist.gov,12,6,0
time-b-g.nist.gov,13,6,0
time-b-g.nist.gov,14,7,0
time-b-g.nist.gov,15,6,0
time-b-g.nist.gov,16,6,0
time-b-g.nist.gov,17,6,0
time-b-g.nist.gov,18,6,0
time-b-g.nist.gov,20,6,0
time-b-g.nist.gov,21,6,0
time-b-g.nist.gov,22,6,0
time-b-g.nist.gov,23,6,0
time-b-g.nist.gov,24,6,0
time-b-g.nist.gov,25,6,0
time-b-g.nist.gov,26,6,0
time-b-g.nist.gov,27,6,0
time-b-g.nist.gov,28,6,0
time-b-g.nist.gov,29,6,0
time-b-wwv.nist.gov,1,5,0
time-b-wwv.nist.gov,2,5,0
time-b-wwv.nist.gov,3,5,0
time-b-wwv.nist.gov,4,5,0
time-b-wwv.nist.gov,6,5,0
time-b-wwv.nist.gov,7,5,0
time-b-wwv.nist.gov,8,5,0
time-b-wwv.nist.gov,9,5,0
time-b-wwv.nist.gov,10,5,0
time-b-wwv.nist.gov,11,5,0
time-b-wwv.nist.gov,12,5,0
time-b-wwv.nist.gov,18,4,1
time-b-wwv.nist.gov,19,5,0
time-b-wwv.nist.gov,21,5,0
time-b-wwv.nist.gov,22,5,0
time-b-wwv.nist.gov,23,5,0
time-b-wwv.nist.gov,24,5,0
time-b-wwv.nist.gov,25,5,0
time-b-wwv.nist.gov,26,5,0
time-b-wwv.nist.gov,28,5,0
time-b-wwv.nist.gov,29,5,0
time-c-b.nist.gov,1,5,0
time-c-b.nist.gov,2,5,0
time-c-b.nist.gov,3,5,0
time-c-b.nist.gov,4,5,0
time-c-b.nist.gov,5,5,0
time-c-b.nist.gov,6,5,0
time-c-b.nist.gov,8,5,0
time-c-b.nist.gov,13,2,1
time-c-b.nist.gov,14,5,0
time-c-b.nist.gov,15,5,0
time-c-b.nist.gov,17,5,0
time-c-b.nist.gov,18,5,0
time-c-b.nist.gov,19,5,0
time-c-b.nist.gov,20,5,0
time-c-b.nist.gov,21,5,0
time-c-b.nist.gov,22,5,0
time-c-b.nist.gov,23,5,0
time-c-b.nist.gov,25,5,0
time-c-b.nist.gov,26,5,0
time-c-b.nist.gov,27,5,0
time-c-b.nist.gov,28,5,0
time-c-b.nist.gov,29,5,0
time-c-g.nist.gov,1,6,0
time-c-g.nist.gov,6,5,1
time-c-g.nist.gov,8,6,0
time-c-g.nist.gov,9,6,0
time-c-g.nist.gov,15,5,1
time-c-g.nist.gov,16,6,0
time-c-g.nist.gov,17,6,0
time-c-g.nist.gov,18,6,0
time-c-g.nist.gov,19,6,0
time-c-g.nist.gov,20,6,0
time-c-g.nist.gov,21,6,0
time-c-g.nist.gov,22,6,0
time-c-g.nist.gov,23,6,0
time-c-g.nist.gov,24,6,0
time-c-g.nist.gov,25,6,0
time-c-g.nist.gov,26,6,0
time-c-g.nist.gov,27,6,0
time-c-g.nist.gov,28,6,0
time-c-g.nist.gov,29,6,0
time-c-wwv.nist.gov,1,5,0
time-c-wwv.nist.gov,2,5,0
time-c-wwv.nist.gov,3,5,0
time-c-wwv.nist.gov,4,5,0
time-c-wwv.nist.gov,5,5,0
time-c-wwv.nist.gov,6,5,0
time-c-wwv.nist.gov,8,5,0
time-c-wwv.nist.gov,9,5,0
time-c-wwv.nist.gov,10,5,0
time-c-wwv.nist.gov,11,5,0
time-c-wwv.nist.gov,12,5,0
time-c-wwv.nist.gov,13,5,0
time-c-wwv.nist.gov,14,5,0
time-c-wwv.nist.gov,16,5,0
time-c-wwv.nist.gov,17,5,0
time-c-wwv.nist.gov,18,5,0
time-c-wwv.nist.gov,24,4,1
time-c-wwv.nist.gov,25,5,0
time-c-wwv.nist.gov,26,5,0
time-c-wwv.nist.gov,27,5,0
time-c-wwv.nist.gov,28,5,0
time-c-wwv.nist.gov,30,5,0
time-d-b.nist.gov,1,5,0
time-d-b.nist.gov,2,5,0
time-d-b.nist.gov,3,5,0
time-d-b.nist.gov,4,5,0
time-d-b.nist.gov,5,5,0
time-d-b.nist.gov,7,5,0
time-d-b.nist.gov,8,5,0
time-d-b.nist.gov,9,5,0
time-d-b.nist.gov,10,5,0
time-d-b.nist.gov,11,5,0
time-d-b.nist.gov,12,5,0
time-d-b.nist.gov,13,5,0
time-d-b.nist.gov,15,5,0
time-d-b.nist.gov,16,5,0
time-d-b.nist.gov,17,5,0
time-d-b.nist.gov,18,5,0
time-d-b.nist.gov,19,5,0
time-d-b.nist.gov,20,5,0
time-d-b.nist.gov,21,5,0
time-d-b.nist.gov,23,5,0
time-d-b.nist.gov,24,5,0
time-d-b.nist.gov,25,5,0
time-d-b.nist.gov,26,5,0
time-d-b.nist.gov,27,5,0
time-d-b.nist.gov,28,5,0
time-d-b.nist.gov,29,5,0
time-d-g.nist.gov,1,6,0
time-d-g.nist.gov,2,6,0
time-d-g.nist.gov,3,6,0
time-d-g.nist.gov,4,6,0
time-d-g.nist.gov,5,6,0
time-d-g.nist.gov,6,6,0
time-d-g.nist.gov,7,6,0
time-d-g.nist.gov,8,6,0
time-d-g.nist.gov,9,6,0
time-d-g.nist.gov,10,6,0
time-d-g.nist.gov,11,6,0
time-d-g.nist.gov,12,6,0
time-d-g.nist.gov,13,6,0
time-d-g.nist.gov,14,6,0
time-d-g.nist.gov,15,6,0
time-d-g.nist.gov,16,7,0
time-d-g.nist.gov,17,6,0
time-d-g.nist.gov,18,6,0
time-d-g.nist.gov,19,7,0
time-d-g.nist.gov,20,6,0
time-d-g.nist.gov,21,6,0
time-d-g.nist.gov,22,6,0
time-d-g.nist.gov,24,6,0
time-d-g.nist.gov,25,6,0
time-d-g.nist.gov,26,6,0
time-d-g.nist.gov,27,6,0
time-d-g.nist.gov,28,6,0
time-d-g.nist.gov,29,6,0
time-d-wwv.nist.gov,1,5,0
time-d-wwv.nist.gov,2,5,0
time-d-wwv.nist.gov,3,5,0
time-d-wwv.nist.gov,4,5,0
time-d-wwv.nist.gov,5,5,0
time-d-wwv.nist.gov,7,5,0
time-d-wwv.nist.gov,8,5,0
time-d-wwv.nist.gov,9,5,0
time-d-wwv.nist.gov,10,5,0
time-d-wwv.nist.gov,11,5,0
time-d-wwv.nist.gov,12,5,0
time-d-wwv.nist.gov,13,5,0
time-d-wwv.nist.gov,15,5,0
time-d-wwv.nist.gov,16,5,0
time-d-wwv.nist.gov,17,5,0
time-d-wwv.nist.gov,18,5,0
time-d-wwv.nist.gov,19,5,0
time-d-wwv.nist.gov,20,5,0
time-d-wwv.nist.gov,21,5,0
time-d-wwv.nist.gov,23,5,0
time-d-wwv.nist.gov,24,5,0
time-d-wwv.nist.gov,25,5,0
time-d-wwv.nist.gov,26,5,0
time-d-wwv.nist.gov,27,5,0
time-d-wwv.nist.gov,28,5,0
time-d-wwv.nist.gov,29,5,0
time-e-b.nist.gov,1,5,0
time-e-b.nist.gov,2,5,0
time-e-b.nist.gov,3,5,0
time-e-b.nist.gov,4,5,0
time-e-b.nist.gov,5,5,0
time-e-b.nist.gov,6,5,0
time-e-b.nist.gov,8,5,0
time-e-b.nist.gov,9,5,0
time-e-b.nist.gov,10,5,0
time-e-b.nist.gov,11,5,0
time-e-b.nist.gov,12,5,0
time-e-b.nist.gov,13,5,0
time-e-b.nist.gov,14,5,0
time-e-b.nist.gov,16,5,0
time-e-b.nist.gov,17,5,0
time-e-b.nist.gov,18,5,0
time-e-b.nist.gov,19,5,0
time-e-b.nist.gov,20,5,0
time-e-b.nist.gov,21,5,0
time-e-b.nist.gov,22,5,0
time-e-b.nist.gov,23,5,0
time-e-b.nist.gov,25,5,0
time-e-b.nist.gov,26,5,0
time-e-b.nist.gov,27,5,0
time-e-b.nist.gov,28,5,0
time-e-b.nist.gov,29,5,0
time.nist.gov,1,5,0
time.nist.gov,2,5,0
time.nist.gov,3,5,0
time.nist.gov,4,5,0
time.nist.gov,5,5,0
time.nist.gov,6,5,0
time.nist.gov,8,5,0
time.nist.gov,9,5,0
time.nist.gov,10,5,0
time.nist.gov,11,5,0
time.nist.gov,12,5,0
time.nist.gov,13,5,0
time.nist.gov,14,5,0
time.nist.gov,16,5,0
time.nist.gov,17,5,0
time.nist.gov,18,5,0
time.nist.gov,19,5,0
time.nist.gov,20,5,0
time.nist.gov,21,5,0
time.nist.gov,22,5,0
time.nist.gov,24,5,0
time.nist.gov,25,5,0
time.nist.gov,26,5,0
time.nist.gov,27,5,0
time.nist.gov,28,5,0
time.nist.gov,29,5,0
utcnist.colorado.edu,1,5,0
utcnist.colorado.edu,2,5,0
utcnist.colorado.edu,3,5,0
utcnist.colorado.edu,4,5,0
utcnist.colorado.edu,5,5,0
utcnist.colorado.edu,7,5,0
utcnist.colorado.edu,8,5,0
utcnist.colorado.edu,9,5,0
utcnist.colorado.edu,10,5,0
utcnist.colorado.edu,11,5,0
utcnist.colorado.edu,12,5,0
utcnist.colorado.edu,14,5,0
utcnist.colorado.edu,15,5,0
utcnist.colorado.edu,16,5,0
utcnist.colorado.edu,21,0,1
utcnist.colorado.edu,22,5,0
utcnist.colorado.edu,23,5,0
utcnist.colorado.edu,24,5,0
utcnist.colorado.edu,26,5,0
utcnist.colorado.edu,27,5,0
utcnist.colorado.edu,28,5,0
utcnist.colorado.edu,29,5,0
utcnist2.colorado.edu,1,5,0
utcnist2.colorado.edu,2,5,0
utcnist2.colorado.edu,3,5,0
utcnist2.colorado.edu,4,5,0
utcnist2.colorado.edu,5,4,0
utcnist2.colorado.edu,7,5,0
utcnist2.colorado.edu,8,5,0
utcnist2.colorado.edu,9,5,0
utcnist2.colorado.edu,10,5,0
utcnist2.colorado.edu,11,5,0
utcnist2.colorado.edu,12,5,0
utcnist2.colorado.edu,13,5,0
utcnist2.colorado.edu,15,5,0
utcnist2.colorado.edu,16,5,0
utcnist2.colorado.edu,17,5,0
utcnist2.colorado.edu,18,5,0
utcnist2.colorado.edu,19,5,0
utcnist2.colorado.edu,20,5,0
utcnist2.colorado.edu,22,5,0
utcnist2.colorado.edu,23,5,0
utcnist2.colorado.edu,28,2,1
utcnist2.colorado.edu,29,5,0
pool.ntp.org,1,11,0
pool.ntp.org,2,11,0
pool.ntp.org,8,10,1
pool.ntp.org,13,6,1
pool.ntp.org,19,7,1
pool.ntp.org,25,7,1
pool.ntp.org,30,6,1
hora.roa.es,1,8,0
hora.roa.es,2,8,0
hora.roa.es,3,8,0
hora.roa.es,4,8,0
hora.roa.es,9,1,1
hora.roa.es,15,7,1
hora.roa.es,21,7,1
hora.roa.es,27,7,1
hora.roa.es,33,7,1
minuto.roa.es,1,8,0
minuto.roa.es,2,8,0
minuto.roa.es,3,8,0
minuto.roa.es,4,8,0
minuto.roa.es,9,1,1
minuto.roa.es,15,7,1
minuto.roa.es,21,7,1
minuto.roa.es,27,7,1
minuto.roa.es,33,7,1
ntp.fiord.ru,5,0,1
ntp.fiord.ru,10,2,1
ntp.fiord.ru,15,0,1
ntp.fiord.ru,20,1,1
ntp.fiord.ru,25,0,1
ntp.fiord.ru,30,1,1
ntp.fizyka.umk.pl,5,2,1
ntp.fizyka.umk.pl,10,0,1
ntp.fizyka.umk.pl,15,1,1
ntp.fizyka.umk.pl,20,0,1
ntp.fizyka.umk.pl,25,1,1
ntp.fizyka.umk.pl,30,0,1
ntp.ix.ru,1,6,0
ntp.ix.ru,2,7,0
ntp.ix.ru,3,6,0
ntp.ix.ru,4,6,0
ntp.ix.ru,5,6,0
ntp.ix.ru,6,7,0
ntp.ix.ru,7,7,0
ntp.ix.ru,8,7,0
ntp.ix.ru,9,7,0
ntp.ix.ru,10,6,0
ntp.ix.ru,11,7,0
ntp.ix.ru,12,6,0
ntp.ix.ru,13,6,0
ntp.ix.ru,15,7,0
ntp.ix.ru,16,6,0
